user_id,sum
50804,200000
50822,110000
50823,0
50827,639500
50833,0
50834,1322200
50839,1981400
50840,0
50842,150000
50859,164100
50863,550000
50864,1473300
50877,0
50879,382000
50882,6651800
50883,400000
50889,172800
50893,911000
50897,150000
50899,150000
50912,441800
50932,404500
50941,0
50947,374200
50953,2403600
50955,131900
50968,186000
50970,0
50971,127000
50984,150000
50993,443700
50996,30000
50998,4655400
51015,2498500
51017,0
51028,126000
51031,1988700
51035,219500
51037,240000
51038,474900
51040,2119400
51046,7030900
51049,450000
51057,450000
51058,286000
51060,581300
51061,180600
51068,1132200
51084,67500
51085,610000
51096,0
51101,0
51110,806200
51120,503400
51131,0
51137,0
51157,0
51161,150000
51163,221400
51170,781900
51176,0
51181,255300
51186,1333200
51210,3208800
51225,0
51226,150000
51227,150000
51264,150000
51267,78500
51271,0
51290,443400
51296,1741000
51328,400000
51351,14000
51357,14185500
51367,897000
51370,1282500
51374,0
51394,510100
51407,233400
51408,569600
51411,4191600
51417,150000
51422,0
51427,884300
51437,2215200
51447,100000
51454,1082300
51457,430200
51469,125000
51470,132000
51479,100000
51483,150000
51493,665600
51497,233800
51499,14650700
51505,559500
51506,998300
51510,150000
51517,36000
51518,0
51553,200000
51554,1455500
51558,13652900
51563,1450000
51564,0
51566,2540600
51573,0
51575,498600
51578,422100
51585,2209800
51587,150000
51596,494500
51598,202300
51602,213000
51603,449400
51609,118400
51617,912100
51620,0
51638,0
51643,150000
51644,8842000
51648,266600
51652,1118300
51661,0
51662,0
51673,18000
51688,6151200
51693,300000
51705,132000
51708,10334100
51719,1289100
51724,1269000
51731,457600
51743,5116500
51768,839000
51772,580000
51780,1484100
51787,380000
51791,2436800
51826,1188000
51854,170000
51858,0
51875,200000
51903,2238500
51908,677400
51916,93800
51921,142000
51931,1403100
51954,2974700
51957,0
51980,1041300
51998,153500
52015,355000
52031,225000
52039,785200
52042,0
52045,707500
52047,1368200
52058,0
52064,255000
52089,616400
52091,250000
52093,458000
52100,150000
52105,3314400
52130,0
52134,1005000
52148,200000
52149,150000
52155,454000
52158,132300
52159,224000
52179,183000
52180,622000
52181,1073700
52184,0
52189,231400
52192,0
52200,670300
52205,200000
52213,200000
52222,235700
52232,1029500
52242,397300
52247,559500
52249,9600
52259,582900
52268,190800
52272,0
52280,157000
52284,2030300
52299,138000
52300,0
52301,150000
52303,4759600
52315,110000
52318,0
52319,2618600
52320,0
52331,277000
52349,109900
52350,2348600
52351,462600
52384,442500
52389,8852800
52395,0
52421,600000
52426,200000
52429,0
52438,1335400
52441,991000
52456,294900
52473,436100
52480,1218600
52506,1272900
52507,192000
52511,1915800
52513,1602600
52520,151600
52530,360000
52551,0
52591,151500
52600,0
52618,505100
52629,250000
52631,466600
52662,300000
52666,216100
52667,748000
52679,1148700
52681,150000
52684,0
52688,752400
52692,0
52694,493000
52695,868400
52696,2526000
52697,0
52700,250000
52707,559600
52714,6091600
52716,200000
52727,150000
52733,700000
52738,248000
52742,1388800
52750,200000
52758,250000
52759,0
52761,7140800
52763,704500
52770,332400
52777,850000
52787,278300
52788,0
52794,1321200
52800,1133500
52806,300000
52812,300000
52825,490000
52833,6422800
52837,254000
52857,0
52859,1056700
52873,2750000
52874,135200
52881,747000
52889,1379800
52896,232700
52902,150000
52906,302600
52918,245000
52926,75000
52931,548000
52961,83100
52976,1159600
52982,3448900
52983,39200
52991,1037700
52993,200000
52996,1116900
53003,146200
53031,0
53034,700000
53035,222000
53045,41600
53051,250000
53052,9673700
53061,3262600
53064,150000
53086,1864900
53088,1549800
53101,0
53104,0
53123,0
53130,1000800
53131,661700
53141,1013500
53163,1813500
53188,246000
53191,540800
53196,532000
53214,1591700
53217,360200
53226,367200
53232,787800
53242,1468100
53274,67000
53278,280000
53288,3065400
53290,200000
53294,0
53296,86100
53316,631000
53321,973000
53334,587000
53356,3945000
53367,508500
53378,720100
53387,150000
53400,445800
53406,150000
53407,500000
53418,6670500
53443,189600
53464,5312900
53472,0
53486,1122100
53512,108000
53520,54511600
53532,251600
53556,1023800
53558,2074800
53568,0
53582,450000
53585,558000
53607,429200
53610,977000
53628,628000
53651,0
53653,0
53657,207800
53660,1970300
53675,480000
53676,413900
53677,166000
53678,972700
53687,167000
53690,1810500
53701,200000
53714,150000
53715,2012100
53716,0
53719,544500
53727,374500
53729,70000
53743,0
53750,583700
53756,600000
53782,256200
53787,381700
53790,514300
53792,0
53800,379200
53802,419000
53808,494000
53813,0
53827,221800
53832,400000
53836,3073500
53837,2523000
53850,115500
53852,0
53855,401600
53856,194200
53859,0
53862,0
53866,200000
53878,263000
53880,450000
53890,612000
53892,5778400
53895,0
53902,600000
53904,996200
53913,0
53917,692400
53934,250000
53952,0
53953,150000
53955,250000
53964,3389500
53974,1119000
53987,981100
54003,454000
54008,400000
54009,155000
54012,1999900
54014,23255900
54016,157000
54030,98500
54037,1073400
54048,996900
54053,300000
54054,0
54064,150000
54069,1126500
54098,799700
54105,554000
54107,0
54120,1575400
54121,147000
54127,432500
54130,500000
54134,1343000
54137,1686000
54139,150000
54145,400000
54175,390100
54184,380000
54185,490400
54193,441300
54199,250000
54203,4702400
54215,82000
54250,0
54266,132000
54287,538800
54292,150000
54297,350000
54308,2562400
54318,250000
54321,390900
54335,555000
54338,172900
54343,0
54354,2859400
54356,2067500
54368,1281300
54371,687000
54378,423600
54396,0
54398,0
54402,1021700
54416,450000
54418,985000
54434,515000
54442,981100
54445,2306100
54446,154000
54472,0
54476,925000
54483,4601000
54520,437100
54535,543500
54556,200000
54567,0
54590,350000
54596,0
54598,361300
54600,0
54619,111000
54623,0
54624,274800
54629,189600
54639,0
54666,490000
54667,704900
54676,600000
54682,1549600
54683,494500
54684,594000
54700,89000
54708,467500
54714,235200
54716,289500
54719,1519300
54752,1046100
54760,351000
54769,0
54775,616500
54790,0
54797,2310600
54805,350000
54814,433000
54825,0
54836,25600
54839,262300
54840,1250000
54842,350000
54849,448100
54862,374000
54868,775800
54877,1657600
54884,463900
54885,2559700
54905,9005100
54910,0
54914,937500
54920,153000
54923,300000
54927,200000
54931,568000
54933,0
54953,2029900
54965,600000
54976,0
54998,4054600
55003,758800
55004,224400
55008,1064000
55013,900900
55019,1148300
55023,16463900
55028,590500
55038,1226500
55050,814500
55063,150000
55067,0
55093,1309700
55094,0
55095,512800
55097,0
55100,0
55101,725100
55105,0
55106,0
55109,1143500
55118,298000
55119,358000
55123,1870400
55141,100500
55143,142800
55150,640000
55163,481000
55171,6524900
55174,700000
55194,5495100
55196,105700
55205,6905400
55226,0
55228,1026900
55237,150000
55241,750000
55252,880000
55257,150000
55259,343600
55287,76300
55297,314600
55301,13449300
55318,123200
55328,250000
55344,250000
55349,272500
55365,185900
55374,584500
55409,2199900
55420,582500
55427,593400
55429,2266500
55435,145000
55449,10020300
55468,470000
55475,611900
55478,2214300
55480,223000
55486,731200
55489,500000
55503,427000
55504,150000
55505,110000
55507,150000
55512,0
55517,802400
55524,150000
55540,0
55560,884900
55567,91500
55588,200000
55591,0
55604,0
55607,592800
55609,270000
55613,830000
55616,150000
55619,527200
55622,3326000
55634,461900
55636,300000
55639,12137500
55641,150000
55653,961800
55663,1492200
55687,139000
55688,2120800
55691,671900
55702,1498800
55732,512800
55736,277500
55740,190000
55754,560000
55771,1746600
55775,20260600
55818,941200
55826,519600
55836,150000
55837,1688300
55846,57400
55847,1978000
55855,121200
55864,524000
55869,200000
55871,400000
55875,200000
55895,0
55911,1482900
55944,292500
55948,3161500
55952,0
55968,113400
55974,150000
55980,0
55981,0
56051,364100
56053,150000
56055,136000
56060,4939800
56064,0
56072,257900
56076,375000
56077,731500
56084,13422200
56086,3150400
56100,129000
56128,418400
56140,150000
56148,142000
56158,0
56160,600000
56161,214200
56180,590800
56201,318700
56214,294500
56216,573000
56229,200000
56237,0
56239,81900
56242,167000
56282,450000
56305,4616700
56323,440500
56327,0
56333,660000
56361,239800
56385,8012200
56411,0
56420,0
56449,150000
56455,290300
56457,1884700
56463,1124000
56466,158000
56469,766900
56473,284000
56495,438500
56499,309500
56500,819000
56510,130000
56529,450000
56535,150000
56537,994000
56541,741500
56542,550000
56546,300000
56555,391700
56562,350000
56569,516500
56582,0
56594,1413000
56596,1200000
56599,942500
56601,250000
56614,3020400
56632,447900
56654,5360700
56658,1730200
56673,3057000
56680,10817000
56684,0
56686,613500
56689,2087400
56691,0
56694,0
56705,38500
56712,220900
56714,0
56724,1048000
56769,700000
56784,200000
56786,0
56790,1050000
56791,250700
56799,4010700
56803,541700
56818,0
56823,2374000
56835,430300
56859,647000
56881,49600
56889,805000
56897,148000
56912,0
56913,428800
56924,0
56933,3073900
56940,1226800
56944,0
56952,505000
56969,150000
56971,0
56980,249000
56991,101000
56997,2405300
57013,351500
57017,784200
57024,1549200
57053,2259400
57054,200000
57057,23200
57063,0
57073,29806300
57078,1029000
57080,95400
57088,0
57093,315000
57099,0
57102,0
57106,469200
57137,424400
57139,1651900
57141,717400
57145,556200
57151,450000
57161,255100
57165,153500
57172,153000
57185,489600
57188,407800
57191,202400
57194,0
57199,290000
57220,1337900
57231,0
57245,5006100
57246,0
57260,2086500
57271,0
57272,5045300
57288,400000
57289,353400
57294,92700
57313,1176000
57316,265100
57335,349500
57338,0
57342,747500
57344,1114200
57364,390000
57365,181100
57369,836700
57374,250000
57376,0
57377,0
57380,560000
57383,150000
57391,1211800
57426,177000
57429,1604500
57433,382500
57439,1952000
57445,397600
57454,150000
57455,0
57480,250000
57490,290400
57494,250000
57510,352200
57511,250000
57522,411800
57531,500000
57552,0
57553,382000
57554,400000
57584,2261000
57619,607400
57627,0
57655,0
57672,327800
57686,575000
57694,41300
57699,930000
57715,327200
57724,4036600
57730,200000
57733,500000
57749,1623000
57770,3745500
57772,1110500
57775,1364800
57777,1191100
57783,747700
57790,146000
57809,395500
57854,250000
57860,4390900
57866,800000
57874,462400
57892,864800
57902,150000
57904,236200
57919,904100
57925,450000
57932,0
57945,350000
57966,350000
57973,350000
57981,219600
57983,363000
58020,2050300
58028,397100
58030,405000
58049,217200
58055,150000
58077,529100
58079,790100
58080,5469800
58091,250000
58103,238000
58106,309900
58113,1670500
58114,265000
58128,300000
58134,819300
58140,2151900
58141,0
58150,170000
58170,321800
58185,654000
58190,0
58207,0
58218,200000
58228,304000
58229,218700
58239,140000
58277,595500
58282,598600
58291,1681700
58301,0
58302,5276100
58326,57600
58333,0
58347,0
58354,250000
58360,822800
58361,0
58362,521700
58368,250000
58372,350000
58386,735000
58391,0
58400,150000
58405,353100
58414,189300
58420,1162200
58429,165100
58430,708000
58433,260300
58434,0
58438,319100
58460,3723400
58473,0
58475,70500
58485,150000
58486,119900
58487,808500
58489,500000
58491,152300
58492,0
58510,165000
58511,0
58516,312900
58533,1300000
58536,1782100
58548,7418700
58555,1305800
58561,395400
58571,2020300
58572,255400
58584,647500
58593,0
58597,150000
58603,250000
58621,226000
58631,0
58636,0
58645,1740800
58663,34496600
58675,875500
58712,272000
58716,286400
58735,7472600
58745,170000
58747,545600
58758,350000
58771,288300
58772,41300
58777,352000
58782,150000
58787,469800
58807,477500
58819,230500
58835,58400
58855,0
58857,0
58858,100000
58859,265100
58862,200000
58863,312500
58878,2771300
58886,250000
58902,500000
58905,0
58914,3789600
58919,0
58924,1204400
58926,382500
58929,488800
58937,174300
58948,373100
58956,0
58957,839500
58964,400000
58966,0
58971,488200
58972,0
58977,0
58980,0
58986,2117600
58994,668400
59012,498800
59016,33000
59048,1185400
59090,899000
59094,0
59101,0
59107,627500
59126,1052200
59135,103600
59144,10047300
59147,238700
59158,300000
59163,385000
59164,154000
59186,300000
59189,2414000
59209,1347200
59221,250000
59247,100000
59259,0
59260,7139200
59265,140000
59272,350000
59274,172000
59282,108000
59289,350000
59324,550000
59333,148000
59344,450000
59346,250000
59368,2172200
59378,1322700
59387,539000
59401,0
59413,606200
59432,0
59443,530000
59446,337300
59447,7577100
59454,4571900
59463,1063500
59466,0
59467,440000
59468,399000
59469,500000
59488,432900
59497,200000
59498,130000
59509,981500
59513,200000
59515,2706500
59526,5492400
59535,3892700
59536,400000
59544,1208200
59548,487900
59557,681400
59565,2060000
59581,1381500
59582,755500
59587,819500
59626,150000
59634,666000
59636,267800
59666,781500
59670,0
59676,776000
59686,265000
59709,464500
59716,0
59718,250000
59732,0
59738,483600
59744,130000
59760,2026000
59762,0
59769,256900
59770,18395100
59776,1475300
59783,711000
59787,507600
59799,601600
59804,610000
59817,2145000
59818,939800
59827,152500
59829,250000
59853,500000
59871,400000
59874,300000
59888,153200
59896,0
59897,871300
59900,440000
59901,200000
59904,0
59908,16524000
59914,297400
59916,150000
59924,195900
59930,150000
59938,0
59954,0
59960,980000
59966,207500
59987,700000
60053,0
